Fiscal _Year_Released,Recidivism_Reporting_Year,Age_At_Release,Days_To_Return,Release_Type,Race_Ethnicity,Sex,Offense_Classification,Offense_Type,Offense_Subtype,Return_To_Prison,Recidivism_Type,New_Offense_Classification,New_Offense_Type,New_Offense_Subtype
2014,2017,35-44,176,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Other,Other Criminal,Yes,New,D Felony,Other,Other Criminal
2014,2017,Under 25,0,Parole,White - Non-Hispanic,Female,D Felony,Violent,Assault,No,No Recidivism,0,0,0
2014,2017,35-44,938,Parole,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,Tech,Felony - Enhancement to Original Penalty,Other,Other Criminal
2014,2017,25-34,903,Parole,White - Non-Hispanic,Male,C Felony,Property,Burglary,Yes,New,Aggravated Misdemeanor,Public Order,Traffic
2014,2017,25-34,81,Parole,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,Tech,Felony - Enhancement to Original Penalty,Drug,Trafficking
2014,2017,25-34,0,Parole,White - Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2014,2017,45-54,390,0,White - Non-Hispanic,Male,C Felony,Violent,Sex,Yes,New,Aggravated Misdemeanor,Public Order,Other Public Order
2014,2017,25-34,558,0,White - Non-Hispanic,Male,D Felony,Public Order,Other Public Order,Yes,Tech,D Felony,Other,Other Criminal
2014,2017,45-54,0,0,White - Non-Hispanic,Male,D Felony,Public Order,Other Public Order,No,No Recidivism,0,0,0
2014,2017,45-54,0,0,White - Non-Hispanic,Male,D Felony,Public Order,Other Public Order,No,No Recidivism,0,0,0
2014,2017,45-54,0,0,White - Non-Hispanic,Male,D Felony,Public Order,Other Public Order,No,No Recidivism,0,0,0
2014,2017,45-54,84,Parole,Black - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,New,Felony - Enhancement to Original Penalty,Other,Other Criminal
2014,2017,35-44,0,Parole,Black - Non-Hispanic,Male,D Felony,Violent,Assault,No,No Recidivism,0,0,0
2014,2017,45-54,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,45-54,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,35-44,706,0,White - Non-Hispanic,Male,D Felony,Property,Theft,Yes,New,D Felony,Property,Theft
2014,2017,35-44,0,0,White - Non-Hispanic,Male,Serious Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2014,2017,35-44,0,0,White - Non-Hispanic,Male,Serious Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2014,2017,35-44,0,0,White - Non-Hispanic,Male,Serious Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2014,2017,55 and Older,0,Parole,Black - Non-Hispanic,Female,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,25-34,509,0,Black - Non-Hispanic,Male,Special Sentence 2005,Violent,Sex,Yes,New,D Felony,Other,Other Criminal
2014,2017,35-44,0,Parole,Black - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,No Recidivism,0,0,0
2014,2017,Under 25,700,Parole,White - Non-Hispanic,Male,D Felony,Property,Burglary,Yes,New,D Felony,Property,Burglary
2014,2017,25-34,375,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Other,Other Criminal,Yes,New,D Felony,Other,Other Criminal
2014,2017,25-34,1071,0,Black - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,New,Felony - Enhancement to Original Penalty,Drug,Trafficking
2014,2017,25-34,0,0,White - Hispanic,Male,C Felony,Property,Theft,No,No Recidivism,0,0,0
2014,2017,25-34,320,Parole,Black - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,Tech,C Felony,Drug,Trafficking
2014,2017,55 and Older,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Sex,No,No Recidivism,0,0,0
2014,2017,25-34,0,Parole,White - Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2014,2017,45-54,442,Parole,White - Non-Hispanic,Male,D Felony,Property,Burglary,Yes,New,D Felony,Property,Burglary
2014,2017,35-44,804,Parole,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,Tech,Felony - Enhancement to Original Penalty,Other,Other Criminal
2014,2017,Under 25,920,0,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Theft,Yes,Tech,Aggravated Misdemeanor,Violent,Assault
2014,2017,25-34,537,0,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,Yes,New,Aggravated Misdemeanor,Violent,Assault
2014,2017,45-54,0,Parole,White - Non-Hispanic,Male,D Felony,Property,Vandalism,No,No Recidivism,0,0,0
2014,2017,35-44,629,Parole,White - Non-Hispanic,Male,B Felony,Drug,Trafficking,Yes,New,B Felony,Drug,Trafficking
2014,2017,35-44,347,Parole,White - Non-Hispanic,Male,D Felony,Drug,Drug Possession,Yes,New,D Felony,Drug,Drug Possession
2014,2017,35-44,0,0,Black - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,35-44,0,Parole,Black - Non-Hispanic,Male,D Felony,Public Order,Weapons,No,No Recidivism,0,0,0
2014,2017,25-34,639,Parole,White - Hispanic,Male,B Felony,Drug,Trafficking,Yes,New,B Felony,Drug,Trafficking
2014,2017,35-44,0,Parole,White - Non-Hispanic,Female,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2014,2017,25-34,293,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,Tech,C Felony,Drug,Trafficking
2014,2017,Under 25,502,Parole,White - Hispanic,Male,C Felony,Drug,Trafficking,Yes,Tech,C Felony,Drug,Trafficking
2014,2017,45-54,0,Parole,White - Non-Hispanic,Male,C Felony,Property,Burglary,No,No Recidivism,0,0,0
2014,2017,45-54,0,Parole,White - Non-Hispanic,Male,C Felony,Property,Burglary,No,No Recidivism,0,0,0
2014,2017,25-34,773,Parole,White - Non-Hispanic,Male,D Felony,Property,Forgery/Fraud,Yes,New,Aggravated Misdemeanor,Drug,Drug Possession
2014,2017,Under 25,127,0,White - Non-Hispanic,Male,D Felony,Violent,Sex,Yes,New,Aggravated Misdemeanor,Other,Other Criminal
2014,2017,35-44,0,0,American Indian or Alaska Native - Non-Hispanic,Male,Other Misdemeanor,Public Order,Other Public Order,No,No Recidivism,0,0,0
2014,2017,25-34,0,Parole,Black - Non-Hispanic,Male,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,25-34,0,Parole,Black - Non-Hispanic,Male,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,25-34,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Vandalism,No,No Recidivism,0,0,0
2014,2017,25-34,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Vandalism,No,No Recidivism,0,0,0
2014,2017,25-34,270,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,New,C Felony,Drug,Trafficking
2014,2017,25-34,0,Parole,White - Non-Hispanic,Male,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,25-34,0,Parole,White - Non-Hispanic,Male,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,25-34,0,Parole,White - Non-Hispanic,Male,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,25-34,1023,0,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,Yes,Tech,Aggravated Misdemeanor,Violent,Assault
2014,2017,25-34,210,Parole,Black - Non-Hispanic,Female,D Felony,Property,Theft,Yes,New,D Felony,Property,Theft
2014,2017,45-54,0,Parole,White - Non-Hispanic,Male,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2014,2017,25-34,0,Parole,White - Hispanic,Male,D Felony,Public Order,Other Public Order,No,No Recidivism,0,0,0
2014,2017,25-34,557,Parole,White - Non-Hispanic,Female,Aggravated Misdemeanor,Property,Theft,Yes,New,Aggravated Misdemeanor,Property,Theft
2014,2017,Under 25,448,0,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,Yes,New,C Felony,Violent,Robbery
2014,2017,55 and Older,0,Parole,White - Non-Hispanic,Male,B Felony,Violent,Murder/Manslaughter,No,No Recidivism,0,0,0
2014,2017,45-54,247,Parole,Black - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,Tech,C Felony,Drug,Trafficking
2014,2017,45-54,0,Parole,White - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2014,2017,45-54,141,Parole,White - Non-Hispanic,Male,D Felony,Property,Burglary,Yes,New,D Felony,Property,Burglary
2014,2017,25-34,429,Parole,White - Non-Hispanic,Male,D Felony,Drug,Drug Possession,Yes,New,Felony - Enhancement to Original Penalty,Other,Other Criminal
2014,2017,Under 25,161,Parole,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Theft,Yes,New,D Felony,Drug,Trafficking
2014,2017,25-34,102,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,New,C Felony,Drug,Trafficking
2014,2017,25-34,546,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes,Tech,Felony - Enhancement to Original Penalty,Other,Other Criminal
2014,2017,25-34,0,Parole,White - Non-Hispanic,Male,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,Under 25,714,Parole,White - Non-Hispanic,Male,D Felony,Property,Burglary,Yes,Tech,D Felony,Property,Burglary
2014,2017,35-44,0,Parole,White - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2014,2017,35-44,0,Parole,White - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
2014,2017,35-44,433,Parole,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,Tech,Felony - Enhancement to Original Penalty,Other,Other Criminal
2014,2017,25-34,0,Parole,White - Non-Hispanic,Male,D Felony,Property,Theft,No,No Recidivism,0,0,0
2014,2017,25-34,0,Parole,White - Non-Hispanic,Male,D Felony,Property,Theft,No,No Recidivism,0,0,0
2014,2017,25-34,0,Parole,White - Non-Hispanic,Male,D Felony,Property,Theft,No,No Recidivism,0,0,0
2014,2017,35-44,0,0,White - Non-Hispanic,Male,C Felony,Property,Theft,No,No Recidivism,0,0,0
2014,2017,35-44,0,0,White - Non-Hispanic,Male,C Felony,Property,Theft,No,No Recidivism,0,0,0
2014,2017,35-44,0,0,White - Non-Hispanic,Male,C Felony,Property,Theft,No,No Recidivism,0,0,0
2014,2017,25-34,0,Parole,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,No Recidivism,0,0,0
2014,2017,55 and Older,203,Parole,White - Non-Hispanic,Male,D Felony,Public Order,Weapons,Yes,Tech,D Felony,Public Order,Weapons
2014,2017,35-44,0,Parole,White - Non-Hispanic,Female,C Felony,Violent,Other Violent,No,No Recidivism,0,0,0
2014,2017,35-44,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Other,Other Criminal,No,No Recidivism,0,0,0
2014,2017,35-44,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Other,Other Criminal,No,No Recidivism,0,0,0
2014,2017,35-44,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Other,Other Criminal,No,No Recidivism,0,0,0
2014,2017,35-44,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Other,Other Criminal,No,No Recidivism,0,0,0
2014,2017,25-34,95,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,New,C Felony,Drug,Trafficking
2014,2017,25-34,124,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Other,Other Criminal,Yes,Tech,D Felony,Other,Other Criminal
2014,2017,25-34,207,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,New,C Felony,Drug,Trafficking
2014,2017,25-34,504,Parole,White - Non-Hispanic,Male,D Felony,Public Order,OWI,Yes,New,D Felony,Public Order,OWI
2014,2017,35-44,0,Parole,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,No Recidivism,0,0,0
2014,2017,35-44,0,Parole,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,No Recidivism,0,0,0
2014,2017,25-34,0,0,White - Non-Hispanic,Female,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2014,2017,Under 25,0,0,White - Hispanic,Male,Aggravated Misdemeanor,Drug,Other Drug,No,No Recidivism,0,0,0
2014,2017,25-34,205,Parole,White - Non-Hispanic,Male,C Felony,Property,Theft,Yes,Tech,D Felony,Property,Burglary
2014,2017,45-54,0,Parole,White - Non-Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2014,2017,35-44,0,Parole,Black - Non-Hispanic,Male,B Felony,Violent,Murder/Manslaughter,No,No Recidivism,0,0,0
2014,2017,35-44,0,Parole,White - Non-Hispanic,Female,D Felony,Drug,Drug Possession,No,No Recidivism,0,0,0
2014,2017,25-34,48,Parole,White - Non-Hispanic,Female,D Felony,Drug,Other Drug,Yes,Tech,D Felony,Drug,Other Drug
2014,2017,45-54,0,Parole,White - Non-Hispanic,Male,D Felony,Public Order,Weapons,No,No Recidivism,0,0,0
2014,2017,25-34,54,Parole,White - Non-Hispanic,Male,Aggravated Misdemeanor,Public Order,OWI,Yes,Tech,Aggravated Misdemeanor,Public Order,OWI
2014,2017,35-44,882,Parole,Black - Non-Hispanic,Female,C Felony,Violent,Other Violent,Yes,Tech,C Felony,Violent,Other Violent
2014,2017,35-44,0,Parole,White - Hispanic,Female,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,Under 25,215,Parole,American Indian or Alaska Native - Non-Hispanic,Male,D Felony,Violent,Assault,Yes,New,C Felony,Drug,Trafficking
2014,2017,Under 25,0,Parole,American Indian or Alaska Native - Non-Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2014,2017,35-44,610,Parole,Black - Non-Hispanic,Female,D Felony,Property,Theft,Yes,New,D Felony,Property,Theft
2014,2017,25-34,0,0,Black - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,45-54,1014,Parole,Black - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,Tech,Felony - Enhancement to Original Penalty,Other,Other Criminal
2014,2017,25-34,0,0,White - Non-Hispanic,Male,C Felony,Drug,Other Drug,No,No Recidivism,0,0,0
2014,2017,35-44,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,35-44,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,35-44,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,35-44,0,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,25-34,239,Parole,White - Non-Hispanic,Male,D Felony,Property,Burglary,Yes,New,D Felony,Public Order,Traffic
2014,2017,35-44,376,Parole,White - Non-Hispanic,Female,C Felony,Drug,Trafficking,Yes,New,C Felony,Drug,Trafficking
2014,2017,25-34,0,Parole,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,25-34,284,Parole,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,Tech,Felony - Enhancement to Original Penalty,Other,Other Criminal
2014,2017,25-34,0,Parole,White - Non-Hispanic,Female,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,25-34,0,Parole,White - Non-Hispanic,Female,C Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,55 and Older,776,0,White - Non-Hispanic,Male,D Felony,Violent,Sex,Yes,Tech,Aggravated Misdemeanor,Other,Other Criminal
2014,2017,45-54,0,Parole,White - Non-Hispanic,Female,D Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2014,2017,25-34,815,Parole,Black - Non-Hispanic,Male,C Felony,Property,Burglary,Yes,New,B Felony,Drug,Trafficking
2014,2017,Under 25,0,Parole,White - Non-Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2014,2017,Under 25,257,Parole,Black - Non-Hispanic,Male,D Felony,Violent,Assault,Yes,Tech,D Felony,Violent,Assault
2014,2017,45-54,0,Parole,White - Non-Hispanic,Male,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,25-34,592,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,Yes,New,D Felony,Drug,Drug Possession
2014,2017,Under 25,0,Parole,White - Non-Hispanic,Female,D Felony,Public Order,Other Public Order,No,No Recidivism,0,0,0
2014,2017,35-44,166,Parole,White - Non-Hispanic,Female,Aggravated Misdemeanor,Drug,Drug Possession,Yes,New,Aggravated Misdemeanor,Drug,Drug Possession
2014,2017,35-44,211,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,Tech,C Felony,Drug,Trafficking
2014,2017,25-34,658,Parole,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,Tech,Felony - Enhancement to Original Penalty,Drug,Trafficking
2014,2017,25-34,0,0,White - Non-Hispanic,Male,D Felony,Drug,Drug Possession,No,No Recidivism,0,0,0
2014,2017,25-34,361,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,New,C Felony,Drug,Trafficking
2014,2017,Under 25,119,Parole,White - Hispanic,Male,D Felony,Property,Burglary,Yes,New,D Felony,Property,Burglary
2014,2017,25-34,0,0,Black - Non-Hispanic,Male,D Felony,Property,Theft,No,No Recidivism,0,0,0
2014,2017,25-34,0,0,Black - Non-Hispanic,Male,D Felony,Property,Theft,No,No Recidivism,0,0,0
2014,2017,35-44,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2014,2017,35-44,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2014,2017,35-44,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2014,2017,35-44,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2014,2017,35-44,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2014,2017,35-44,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2014,2017,35-44,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2014,2017,35-44,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2014,2017,35-44,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2014,2017,35-44,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2014,2017,35-44,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2014,2017,35-44,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2014,2017,35-44,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2014,2017,35-44,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2014,2017,35-44,0,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,0,0,0
2014,2017,Under 25,720,0,White - Hispanic,Male,D Felony,Violent,Assault,Yes,Tech,C Felony,Violent,Assault
2014,2017,25-34,427,Parole,White - Non-Hispanic,Female,D Felony,Property,Forgery/Fraud,Yes,Tech,D Felony,Property,Forgery/Fraud
2014,2017,25-34,544,Parole,Black - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,Tech,C Felony,Drug,Trafficking
2014,2017,25-34,0,Parole,American Indian or Alaska Native - Non-Hispanic,Male,D Felony,Public Order,OWI,No,No Recidivism,0,0,0
2014,2017,45-54,0,Parole,White - Non-Hispanic,Male,D Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,35-44,372,Parole,White - Non-Hispanic,Female,C Felony,Drug,Trafficking,Yes,Tech,C Felony,Drug,Trafficking
2014,2017,45-54,0,0,White - Hispanic,Male,D Felony,Violent,Assault,No,No Recidivism,0,0,0
2014,2017,35-44,288,Parole,White - Non-Hispanic,Female,D Felony,Property,Forgery/Fraud,Yes,Tech,D Felony,Property,Forgery/Fraud
2014,2017,45-54,376,Parole,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,Tech,Felony - Enhancement to Original Penalty,Drug,Trafficking
2014,2017,55 and Older,0,Parole,White - Non-Hispanic,Female,B Felony,Violent,Murder/Manslaughter,No,No Recidivism,0,0,0
2014,2017,45-54,50,Parole,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,Tech,Felony - Enhancement to Original Penalty,Other,Other Criminal
2014,2017,55 and Older,0,0,White - Non-Hispanic,Male,Special Sentence 2005,Violent,Sex,No,No Recidivism,0,0,0
2014,2017,45-54,445,Parole,White - Non-Hispanic,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,New,B Felony,Drug,Trafficking
2014,2017,45-54,0,Parole,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Burglary,No,No Recidivism,0,0,0
2014,2017,25-34,0,0,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Vandalism,No,No Recidivism,0,0,0
2014,2017,25-34,0,0,Black - Non-Hispanic,Male,Aggravated Misdemeanor,Property,Vandalism,No,No Recidivism,0,0,0
2014,2017,Under 25,0,0,White - Hispanic,Male,B Felony,Drug,Trafficking,No,No Recidivism,0,0,0
2014,2017,25-34,609,Parole,White - Non-Hispanic,Male,C Felony,Drug,Trafficking,Yes,Tech,C Felony,Drug,Trafficking
2014,2017,Under 25,292,0,White - Non-Hispanic,Male,Aggravated Misdemeanor,Violent,Assault,Yes,New,D Felony,Property,Forgery/Fraud
2014,2017,35-44,0,Parole,White - Non-Hispanic,Male,D Felony,Property,Theft,No,No Recidivism,0,0,0
2014,2017,35-44,0,0,Black - Non-Hispanic,Female,C Felony,Property,Forgery/Fraud,No,No Recidivism,0,0,0
2014,2017,25-34,666,Parole,White - Hispanic,Male,D Felony,Public Order,OWI,Yes,New,D Felony,Property,Theft
2014,2017,Under 25,0,0,American Indian or Alaska Native - Non-Hispanic,Male,D Felony,Property,Burglary,No,No Recidivism,0,0,0
